neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,year
Manhattan,Harlem,Entire home/apt,110,2,9,2017.0
Brooklyn,Brooklyn Heights,Entire home/apt,375,10,2,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,229,4,92,2019.0
Brooklyn,Fort Greene,Entire home/apt,175,2,132,2019.0
Brooklyn,Sunset Park,Private room,40,1,84,2018.0
Bronx,Tremont,Private room,41,7,22,2019.0
Manhattan,Morningside Heights,Private room,110,3,58,2019.0
Manhattan,Upper East Side,Entire home/apt,150,1,25,2018.0
Manhattan,Upper East Side,Entire home/apt,165,4,5,2017.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2017.0
Queens,Jackson Heights,Entire home/apt,125,3,86,2019.0
Queens,Astoria,Private room,80,60,3,2017.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,329,2,15,2019.0
Brooklyn,Downtown Brooklyn,Entire home/apt,175,1,10,2016.0
Manhattan,Harlem,Entire home/apt,150,3,3,2017.0
Manhattan,Upper West Side,Entire home/apt,200,10,4,2019.0
Brooklyn,Williamsburg,Private room,75,2,7,2018.0
Bronx,Throgs Neck,Entire home/apt,89,1,192,2019.0
Brooklyn,Canarsie,Entire home/apt,120,2,193,2019.0
Manhattan,Washington Heights,Private room,35,3,1,2016.0
Brooklyn,DUMBO,Private room,100,3,23,2017.0
Brooklyn,Williamsburg,Private room,70,1,1,2016.0
Brooklyn,Greenpoint,Entire home/apt,114,2,3,2018.0
Manhattan,Upper West Side,Entire home/apt,200,2,117,2019.0
Manhattan,Greenwich Village,Entire home/apt,199,3,1,2016.0
Manhattan,West Village,Entire home/apt,199,4,4,2019.0
Bronx,Fordham,Private room,40,21,23,2019.0
Queens,Astoria,Entire home/apt,200,2,18,2019.0
Manhattan,Upper East Side,Entire home/apt,140,2,6,2017.0
Queens,Rego Park,Entire home/apt,50,20,2,2018.0
Manhattan,Harlem,Entire home/apt,375,3,50,2019.0
Brooklyn,Williamsburg,Entire home/apt,250,3,6,2019.0
Brooklyn,Park Slope,Private room,40,3,2,2016.0
Manhattan,Lower East Side,Private room,99,2,22,2017.0
Brooklyn,Greenpoint,Entire home/apt,140,2,3,2016.0
Staten Island,Concord,Entire home/apt,150,7,1,2018.0
Brooklyn,Williamsburg,Private room,75,1,2,2016.0
Brooklyn,Crown Heights,Private room,55,3,27,2019.0
Brooklyn,Windsor Terrace,Entire home/apt,145,2,78,2019.0
Brooklyn,Carroll Gardens,Entire home/apt,95,4,92,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,69,4,5,2016.0
Brooklyn,Cobble Hill,Entire home/apt,175,5,53,2019.0
Manhattan,Harlem,Entire home/apt,350,3,46,2019.0
Manhattan,Harlem,Private room,119,2,16,2017.0
Manhattan,Harlem,Private room,160,4,3,2016.0
Brooklyn,Bushwick,Private room,55,2,38,2019.0
Queens,Astoria,Private room,48,1,47,2019.0
Manhattan,Harlem,Private room,85,1,9,2016.0
Manhattan,Upper East Side,Entire home/apt,97,5,3,2017.0
Brooklyn,Williamsburg,Entire home/apt,110,6,18,2019.0
Manhattan,East Harlem,Entire home/apt,91,1,1,2016.0
Brooklyn,Fort Greene,Entire home/apt,150,2,1,2016.0
Manhattan,East Village,Private room,80,1,4,2016.0
Brooklyn,Flatbush,Private room,60,4,1,2017.0
Brooklyn,Bushwick,Private room,55,7,7,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,163,3,16,2019.0
Manhattan,Harlem,Private room,54,7,2,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,46,7,1,2016.0
Queens,Jackson Heights,Entire home/apt,125,2,32,2019.0
Brooklyn,East New York,Entire home/apt,150,2,179,2019.0
Brooklyn,Sunset Park,Private room,47,2,87,2018.0
Brooklyn,Clinton Hill,Entire home/apt,120,3,2,2016.0
Manhattan,Harlem,Private room,67,1,8,2019.0
Brooklyn,Borough Park,Entire home/apt,73,1,65,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,128,2,2,2019.0
Brooklyn,Bensonhurst,Entire home/apt,121,2,24,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,2,3,2017.0
Manhattan,Lower East Side,Entire home/apt,80,1,4,2016.0
Manhattan,Harlem,Entire home/apt,77,1,2,2016.0
Manhattan,Hell's Kitchen,Entire home/apt,117,30,9,2019.0
Brooklyn,Bushwick,Private room,75,3,23,2018.0
Queens,Astoria,Entire home/apt,99,1,185,2019.0
Manhattan,West Village,Entire home/apt,279,3,2,2016.0
Manhattan,East Village,Entire home/apt,140,2,55,2018.0
Brooklyn,Williamsburg,Private room,95,2,9,2017.0
Manhattan,East Village,Private room,149,4,25,2019.0
Manhattan,East Village,Entire home/apt,250,1,2,2016.0
Brooklyn,Carroll Gardens,Entire home/apt,150,2,14,2017.0
Brooklyn,Boerum Hill,Entire home/apt,120,30,7,2019.0
Manhattan,Financial District,Private room,85,1,3,2016.0
Manhattan,Little Italy,Entire home/apt,90,31,9,2019.0
Queens,Woodhaven,Private room,45,1,141,2019.0
Brooklyn,Clinton Hill,Private room,100,7,2,2016.0
Manhattan,Morningside Heights,Private room,89,1,131,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,199,30,4,2018.0
Manhattan,SoHo,Entire home/apt,76,30,10,2019.0
Brooklyn,Prospect Heights,Entire home/apt,143,31,3,2018.0
Brooklyn,Bedford-Stuyvesant,Shared room,40,1,31,2017.0
Manhattan,Chinatown,Entire home/apt,125,4,31,2019.0
Queens,Sunnyside,Entire home/apt,110,2,4,2017.0
Manhattan,East Village,Entire home/apt,300,2,16,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,148,2019.0
Brooklyn,Williamsburg,Entire home/apt,125,3,97,2019.0
Manhattan,Lower East Side,Private room,80,5,27,2018.0
Manhattan,Lower East Side,Private room,150,3,12,2017.0
Brooklyn,Bushwick,Private room,40,1,1,2016.0
Brooklyn,Crown Heights,Entire home/apt,250,7,3,2017.0
Manhattan,Chelsea,Entire home/apt,450,2,139,2019.0
Brooklyn,Cypress Hills,Private room,50,3,12,2018.0
Brooklyn,Prospect Heights,Entire home/apt,75,1,5,2016.0
Manhattan,Midtown,Entire home/apt,139,2,102,2019.0
Manhattan,Midtown,Entire home/apt,200,30,2,2018.0
Brooklyn,Crown Heights,Private room,65,1,101,2019.0
Brooklyn,East Flatbush,Entire home/apt,115,4,89,2019.0
Manhattan,East Harlem,Private room,70,1,4,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,1,2,2016.0
Manhattan,Upper West Side,Private room,85,2,4,2017.0
Manhattan,Chelsea,Entire home/apt,275,3,1,2016.0
Queens,Long Island City,Entire home/apt,120,3,40,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,185,30,4,2018.0
Manhattan,Upper West Side,Entire home/apt,150,7,2,2017.0
Manhattan,Harlem,Entire home/apt,145,31,3,2017.0
Brooklyn,South Slope,Entire home/apt,130,2,1,2016.0
Manhattan,Marble Hill,Entire home/apt,88,1,2,2016.0
Manhattan,Upper West Side,Private room,64,4,1,2016.0
Manhattan,Midtown,Entire home/apt,185,29,1,2017.0
Manhattan,Chelsea,Entire home/apt,165,1,31,2017.0
Brooklyn,Fort Greene,Entire home/apt,200,7,3,2018.0
Brooklyn,Williamsburg,Private room,90,2,24,2018.0
Manhattan,Upper West Side,Entire home/apt,140,3,12,2017.0
Brooklyn,Downtown Brooklyn,Entire home/apt,150,2,16,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,30,17,2019.0
Manhattan,Gramercy,Private room,100,2,79,2019.0
Brooklyn,South Slope,Entire home/apt,135,7,1,2016.0
Brooklyn,East Flatbush,Entire home/apt,45,1,112,2019.0
Bronx,Claremont Village,Entire home/apt,110,90,11,2018.0
Manhattan,Harlem,Private room,250,1,2,2019.0
Manhattan,Lower East Side,Private room,175,1,35,2019.0
Brooklyn,Prospect Heights,Entire home/apt,175,7,5,2018.0
Brooklyn,Bushwick,Entire home/apt,99,2,4,2016.0
Manhattan,Hell's Kitchen,Entire home/apt,235,30,1,2017.0
Brooklyn,Bushwick,Private room,45,5,1,2016.0
Staten Island,Tompkinsville,Entire home/apt,85,2,110,2019.0
Queens,Ditmars Steinway,Private room,38,1,14,2019.0
Queens,Ditmars Steinway,Private room,65,1,1,2016.0
Manhattan,Harlem,Entire home/apt,79,7,42,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2018.0
Brooklyn,Bushwick,Private room,35,10,13,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2017.0
Bronx,Port Morris,Private room,33,2,63,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2017.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,2,2017.0
Manhattan,Hell's Kitchen,Entire home/apt,229,30,2,2017.0
Bronx,Longwood,Private room,45,2,68,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2016.0
Manhattan,Upper West Side,Entire home/apt,179,2,98,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,2018.0
Queens,South Ozone Park,Entire home/apt,100,5,44,2019.0
Brooklyn,Williamsburg,Private room,55,2,7,2016.0
Brooklyn,Bushwick,Private room,95,2,3,2018.0
Brooklyn,Bushwick,Private room,41,3,2,2016.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,40,2,25,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,150,30,2,2017.0
Manhattan,Theater District,Entire home/apt,150,30,1,2019.0
Manhattan,Midtown,Entire home/apt,219,30,8,2017.0
Manhattan,East Village,Entire home/apt,142,1,146,2019.0
Bronx,Concourse,Entire home/apt,99,1,103,2019.0
Brooklyn,Sunset Park,Private room,41,5,81,2018.0
Manhattan,Harlem,Private room,48,7,2,2017.0
Manhattan,Inwood,Private room,52,2,10,2018.0
Brooklyn,Greenpoint,Entire home/apt,150,2,3,2017.0
Manhattan,Hell's Kitchen,Private room,160,1,10,2017.0
Brooklyn,Bushwick,Private room,45,5,2,2016.0
Queens,Elmhurst,Entire home/apt,178,30,83,2019.0
Manhattan,Kips Bay,Entire home/apt,176,30,4,2018.0
Manhattan,Harlem,Private room,70,3,7,2016.0
Brooklyn,Williamsburg,Entire home/apt,190,2,9,2017.0
Brooklyn,Williamsburg,Private room,62,2,5,2017.0
Brooklyn,Greenpoint,Entire home/apt,175,2,1,2016.0
Manhattan,Upper West Side,Entire home/apt,125,6,2,2016.0
Manhattan,Morningside Heights,Private room,76,2,126,2019.0
Brooklyn,South Slope,Entire home/apt,225,5,2,2016.0
Brooklyn,Windsor Terrace,Private room,65,1,13,2016.0
Brooklyn,Bushwick,Private room,70,3,5,2018.0
Manhattan,Upper West Side,Entire home/apt,240,30,4,2017.0
Queens,Long Island City,Private room,70,3,12,2018.0
Manhattan,East Village,Entire home/apt,130,2,1,2016.0
Manhattan,Upper West Side,Private room,50,1,1,2016.0
Brooklyn,Bedford-Stuyvesant,Private room,70,3,61,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,169,10,6,2018.0
Brooklyn,Williamsburg,Private room,50,1,3,2016.0
Manhattan,Upper West Side,Private room,120,1,19,2019.0
Manhattan,Upper West Side,Private room,120,1,12,2019.0
Brooklyn,Williamsburg,Private room,90,5,87,2019.0
Brooklyn,Williamsburg,Entire home/apt,105,15,30,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,16,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,4,3,2016.0
Manhattan,Midtown,Entire home/apt,288,5,2,2017.0
Manhattan,Hell's Kitchen,Entire home/apt,150,30,1,2017.0
Brooklyn,Williamsburg,Private room,85,3,1,2016.0
Brooklyn,East Flatbush,Entire home/apt,75,5,8,2019.0
Manhattan,East Village,Entire home/apt,200,3,27,2019.0
Manhattan,Harlem,Entire home/apt,78,3,13,2016.0
Manhattan,Financial District,Entire home/apt,234,2,4,2016.0
Manhattan,Upper West Side,Entire home/apt,325,5,7,2019.0
Manhattan,Two Bridges,Private room,119,1,3,2016.0
Manhattan,Civic Center,Private room,95,1,10,2017.0
Queens,Long Island City,Entire home/apt,255,2,111,2019.0
Queens,Sunnyside,Entire home/apt,125,2,17,2019.0
Manhattan,Financial District,Private room,99,2,3,2016.0
Manhattan,East Village,Entire home/apt,175,3,27,2019.0
Brooklyn,Bushwick,Entire home/apt,75,6,9,2019.0
Brooklyn,Bushwick,Private room,50,5,1,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,100,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,5,42,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,137,3,2,2016.0
Manhattan,Chelsea,Entire home/apt,165,3,14,2018.0
Brooklyn,Williamsburg,Entire home/apt,92,2,11,2019.0
Manhattan,Midtown,Entire home/apt,101,4,1,2016.0
Manhattan,Harlem,Private room,95,2,14,2019.0
Manhattan,Morningside Heights,Private room,119,1,4,2016.0
Brooklyn,Williamsburg,Entire home/apt,195,2,145,2019.0
Manhattan,Gramercy,Entire home/apt,170,4,9,2018.0
Manhattan,Upper East Side,Entire home/apt,150,4,45,2018.0
Manhattan,Harlem,Entire home/apt,157,1,11,2016.0
Bronx,Longwood,Private room,30,1,11,2016.0
Brooklyn,Williamsburg,Entire home/apt,250,2,6,2016.0
Brooklyn,Crown Heights,Private room,40,3,3,2017.0
Queens,Ridgewood,Entire home/apt,80,28,1,2018.0
Manhattan,Harlem,Private room,49,7,1,2016.0
Manhattan,SoHo,Private room,101,2,102,2019.0
Manhattan,Kips Bay,Entire home/apt,199,30,36,2019.0
Brooklyn,Williamsburg,Entire home/apt,175,1,1,2016.0
Manhattan,Midtown,Entire home/apt,175,1,2,2016.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,42,2019.0
Manhattan,Washington Heights,Private room,45,3,1,2016.0
Queens,Sunnyside,Entire home/apt,110,1,37,2019.0
Brooklyn,South Slope,Entire home/apt,70,70,3,2018.0
Brooklyn,South Slope,Entire home/apt,129,5,1,2016.0
Manhattan,Upper West Side,Entire home/apt,139,4,8,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,3,2,2016.0
Manhattan,Upper East Side,Entire home/apt,90,1,3,2016.0
Brooklyn,Flatbush,Entire home/apt,125,2,52,2019.0
Queens,Ditmars Steinway,Entire home/apt,75,4,1,2016.0
Manhattan,Upper West Side,Private room,65,3,5,2017.0
Manhattan,West Village,Entire home/apt,190,2,2,2016.0
Brooklyn,Kensington,Entire home/apt,85,7,1,2016.0
Brooklyn,East Flatbush,Entire home/apt,119,1,24,2019.0
Manhattan,Financial District,Entire home/apt,196,3,14,2019.0
Manhattan,Upper East Side,Private room,90,1,65,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,125,3,1,2016.0
Manhattan,East Harlem,Private room,65,28,1,2016.0
Manhattan,Chelsea,Entire home/apt,110,4,6,2017.0
Manhattan,Financial District,Entire home/apt,100,20,3,2019.0
Manhattan,SoHo,Entire home/apt,360,2,22,2019.0
Brooklyn,Greenpoint,Private room,65,7,38,2019.0
Brooklyn,Crown Heights,Private room,65,2,21,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,3,2016.0
Brooklyn,Park Slope,Entire home/apt,450,7,14,2019.0
Manhattan,Lower East Side,Private room,75,2,3,2018.0
Manhattan,Harlem,Private room,69,10,20,2018.0
Brooklyn,Fort Greene,Entire home/apt,203,7,4,2017.0
Manhattan,Theater District,Private room,169,5,19,2018.0
Manhattan,Harlem,Private room,79,6,31,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,230,4,12,2018.0
Queens,Woodside,Private room,65,1,18,2018.0
Brooklyn,Bushwick,Private room,50,2,6,2016.0
Brooklyn,Prospect Heights,Private room,100,1,11,2019.0
Queens,Astoria,Private room,70,10,3,2019.0
Manhattan,Gramercy,Entire home/apt,175,2,1,2016.0
Brooklyn,Cobble Hill,Private room,142,3,8,2017.0
Brooklyn,South Slope,Entire home/apt,190,3,39,2019.0
Brooklyn,Downtown Brooklyn,Private room,61,2,8,2018.0
Manhattan,Harlem,Private room,80,2,15,2016.0
Manhattan,Upper East Side,Entire home/apt,225,30,1,2016.0
Manhattan,Lower East Side,Entire home/apt,100,32,3,2018.0
Brooklyn,Borough Park,Entire home/apt,50,15,1,2016.0
Manhattan,East Village,Private room,109,4,25,2019.0
Manhattan,Washington Heights,Private room,75,1,11,2017.0
Brooklyn,Crown Heights,Private room,60,1,15,2016.0
Manhattan,East Harlem,Entire home/apt,130,4,6,2018.0
Brooklyn,Bushwick,Private room,65,2,101,2019.0
Manhattan,Chelsea,Private room,90,2,6,2016.0
Brooklyn,Kensington,Private room,50,14,1,2016.0
Manhattan,East Village,Private room,67,4,11,2019.0
Brooklyn,Sunset Park,Entire home/apt,100,1,14,2016.0
Queens,Ridgewood,Entire home/apt,100,5,1,2016.0
Brooklyn,Prospect Heights,Entire home/apt,300,3,17,2018.0
Manhattan,Upper West Side,Entire home/apt,167,30,1,2017.0
Manhattan,Lower East Side,Entire home/apt,180,4,13,2017.0
Brooklyn,Kensington,Entire home/apt,95,2,11,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,85,14,32,2019.0
Manhattan,Harlem,Entire home/apt,115,4,119,2019.0
Manhattan,Midtown,Entire home/apt,150,30,8,2019.0
Brooklyn,Flatbush,Entire home/apt,80,5,3,2018.0
Brooklyn,Williamsburg,Entire home/apt,325,5,2,2018.0
Manhattan,Upper East Side,Private room,99,6,35,2019.0
Manhattan,Upper West Side,Private room,90,5,3,2019.0
Manhattan,Harlem,Entire home/apt,110,4,125,2019.0
Staten Island,Tompkinsville,Entire home/apt,105,2,132,2019.0
Brooklyn,East Flatbush,Private room,80,2,7,2018.0
Brooklyn,Cobble Hill,Entire home/apt,120,1,2,2016.0
Brooklyn,East Flatbush,Private room,525,1,36,2018.0
Manhattan,Upper West Side,Entire home/apt,150,4,5,2019.0
Brooklyn,East Flatbush,Private room,90,1,4,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,6,2016.0
Brooklyn,Crown Heights,Entire home/apt,155,3,19,2018.0
Manhattan,East Village,Private room,90,2,8,2017.0
Manhattan,Upper West Side,Private room,90,1,1,2016.0
Manhattan,Hell's Kitchen,Entire home/apt,199,3,110,2019.0
Manhattan,Morningside Heights,Shared room,70,3,1,2017.0
Manhattan,Harlem,Private room,36,4,2,2016.0
Manhattan,Lower East Side,Private room,59,2,14,2017.0
Manhattan,East Village,Entire home/apt,185,2,32,2019.0
Brooklyn,Flatbush,Entire home/apt,75,30,46,2018.0
Brooklyn,Bushwick,Private room,75,2,170,2019.0
Queens,Long Island City,Private room,74,1,210,2019.0
Manhattan,Greenwich Village,Entire home/apt,161,1,27,2017.0
Manhattan,Midtown,Entire home/apt,260,30,1,2018.0
Brooklyn,Williamsburg,Private room,60,1,3,2017.0
Manhattan,Hell's Kitchen,Private room,100,2,1,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,6,2018.0
Brooklyn,Williamsburg,Entire home/apt,250,1,9,2018.0
Manhattan,Midtown,Entire home/apt,95,30,5,2019.0
Manhattan,Midtown,Entire home/apt,250,30,1,2017.0
Brooklyn,Williamsburg,Private room,76,2,7,2017.0
Manhattan,Murray Hill,Entire home/apt,200,3,1,2016.0
Manhattan,Hell's Kitchen,Entire home/apt,199,30,1,2018.0
Manhattan,Harlem,Entire home/apt,140,2,34,2018.0
Manhattan,Inwood,Private room,57,14,4,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,60,2,2,2016.0
Brooklyn,Fort Hamilton,Entire home/apt,80,3,6,2016.0
Queens,Sunnyside,Entire home/apt,125,1,2,2017.0
Manhattan,Upper East Side,Entire home/apt,150,30,2,2018.0
Brooklyn,Flatbush,Entire home/apt,70,6,70,2019.0
Manhattan,Upper East Side,Entire home/apt,125,30,7,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,56,7,1,2016.0
Brooklyn,Sunset Park,Entire home/apt,170,2,88,2019.0
Manhattan,Upper East Side,Entire home/apt,179,3,24,2019.0
Brooklyn,Cypress Hills,Entire home/apt,75,5,2,2016.0
Manhattan,Upper West Side,Entire home/apt,295,30,2,2018.0
Brooklyn,Vinegar Hill,Entire home/apt,150,1,6,2017.0
Queens,Jamaica,Entire home/apt,174,1,67,2019.0
Manhattan,Morningside Heights,Private room,67,6,22,2019.0
Brooklyn,Flatbush,Private room,62,1,167,2019.0
Queens,Arverne,Private room,150,1,2,2016.0
Brooklyn,Cypress Hills,Private room,115,3,3,2016.0
Queens,Jackson Heights,Private room,40,2,66,2019.0
Manhattan,Upper East Side,Entire home/apt,149,30,2,2018.0
Manhattan,Upper West Side,Entire home/apt,125,1,180,2019.0
Manhattan,Morningside Heights,Private room,73,6,11,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,200,4,7,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,34,2,1,2016.0
Brooklyn,Williamsburg,Private room,89,2,150,2019.0
Brooklyn,Flatbush,Entire home/apt,115,3,4,2017.0
Manhattan,Harlem,Entire home/apt,200,3,50,2019.0
Manhattan,Inwood,Entire home/apt,100,4,41,2019.0
Brooklyn,Williamsburg,Private room,58,2,1,2016.0
Manhattan,Harlem,Private room,81,1,19,2016.0
Manhattan,Upper West Side,Private room,95,21,2,2016.0
Brooklyn,Midwood,Private room,38,2,157,2019.0
Manhattan,Chinatown,Entire home/apt,150,3,7,2018.0
Manhattan,Harlem,Private room,40,2,3,2017.0
Manhattan,East Village,Entire home/apt,99,17,11,2019.0
Brooklyn,Williamsburg,Entire home/apt,250,1,1,2016.0
Manhattan,Chinatown,Private room,69,1,1,2016.0
Brooklyn,Bushwick,Private room,35,1,1,2016.0
Brooklyn,Williamsburg,Private room,65,1,3,2017.0
Brooklyn,Williamsburg,Entire home/apt,150,2,5,2019.0
Brooklyn,Crown Heights,Entire home/apt,270,5,9,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,40,2019.0
Queens,Astoria,Entire home/apt,119,2,19,2019.0
Manhattan,Harlem,Entire home/apt,129,1,160,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,103,2019.0
Brooklyn,Sunset Park,Private room,40,2,3,2016.0
Brooklyn,Greenpoint,Entire home/apt,125,3,1,2016.0
Queens,Elmhurst,Entire home/apt,101,5,93,2019.0
Manhattan,Upper East Side,Private room,49,19,6,2018.0
Manhattan,Upper West Side,Entire home/apt,300,2,15,2016.0
Brooklyn,Bedford-Stuyvesant,Private room,75,2,1,2019.0
Brooklyn,Cypress Hills,Entire home/apt,85,1,182,2019.0
Brooklyn,Williamsburg,Entire home/apt,185,1,49,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,185,2,174,2019.0
Manhattan,Little Italy,Private room,110,2,1,2016.0
Brooklyn,Williamsburg,Private room,65,4,47,2018.0
Manhattan,Theater District,Entire home/apt,185,30,4,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,3,4,2017.0
Manhattan,Upper West Side,Private room,85,2,26,2019.0
Manhattan,East Village,Entire home/apt,295,2,48,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,120,2,21,2019.0
Brooklyn,Crown Heights,Entire home/apt,189,4,15,2019.0
Manhattan,Nolita,Entire home/apt,123,2,33,2019.0
Manhattan,Upper West Side,Private room,89,3,1,2016.0
Manhattan,East Harlem,Entire home/apt,140,1,6,2018.0
Brooklyn,East New York,Entire home/apt,85,1,106,2019.0
Manhattan,East Harlem,Entire home/apt,169,3,7,2019.0
Manhattan,Upper West Side,Entire home/apt,145,3,4,2017.0
Brooklyn,Williamsburg,Entire home/apt,145,1,61,2019.0
Manhattan,East Village,Entire home/apt,165,2,13,2018.0
Brooklyn,South Slope,Private room,99,7,10,2018.0
Brooklyn,Midwood,Private room,40,3,3,2017.0
Manhattan,Greenwich Village,Private room,115,3,20,2019.0
Brooklyn,Bushwick,Entire home/apt,157,2,4,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,1000,1,10,2018.0
Brooklyn,Flatbush,Private room,72,1,25,2019.0
Queens,Astoria,Private room,40,2,50,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,82,2019.0
Manhattan,Harlem,Private room,65,3,2,2018.0
Manhattan,Upper West Side,Private room,79,2,6,2017.0
Brooklyn,East Flatbush,Entire home/apt,350,2,34,2019.0
Brooklyn,East Flatbush,Entire home/apt,71,6,46,2019.0
Manhattan,Morningside Heights,Private room,50,10,1,2016.0
Manhattan,Midtown,Entire home/apt,115,30,5,2017.0
Manhattan,Chelsea,Private room,70,1,2,2016.0
